[GIN-debug] [WARNING] Creating an Engine instance with the Logger and Recovery middleware already attached.

[GIN-debug] [WARNING] Running in "debug" mode. Switch to "release" mode in production.
 - using env:	export GIN_MODE=release
 - using code:	gin.SetMode(gin.ReleaseMode)

[GIN-debug] GET    /static/*filepath         --> github.com/gin-gonic/gin.(*RouterGroup).createStaticHandler.func1 (3 handlers)
[GIN-debug] HEAD   /static/*filepath         --> github.com/gin-gonic/gin.(*RouterGroup).createStaticHandler.func1 (3 handlers)
[GIN-debug] GET    /douyin/feed              --> tiktok/controller.VideoFeedController (3 handlers)
[GIN-debug] POST   /douyin/user/login/       --> tiktok/controller.UserLoginController (5 handlers)
[GIN-debug] POST   /douyin/user/register/    --> tiktok/controller.UserRegisterController (5 handlers)
[GIN-debug] GET    /douyin/user              --> tiktok/controller.UserInfoController (4 handlers)
[GIN-debug] POST   /douyin/publish/action/   --> tiktok/controller.PublishVideoController (4 handlers)
[GIN-debug] GET    /douyin/publish/list/     --> tiktok/controller.PublishListController (4 handlers)
[GIN-debug] POST   /douyin/favorite/action/  --> tiktok/controller.FavoriteActionController (4 handlers)
[GIN-debug] GET    /douyin/favorite/list/    --> tiktok/controller.FavoriteListController (4 handlers)
[GIN-debug] POST   /douyin/comment/action/   --> tiktok/controller.CommentActionController (4 handlers)
[GIN-debug] GET    /douyin/comment/list/     --> tiktok/controller.CommentListController (4 handlers)
[GIN-debug] GET    /douyin/relation/follower/list --> tiktok/controller.FollowerListController (4 handlers)
[GIN-debug] POST   /douyin/relation/action/  --> tiktok/controller.FollowActionController (4 handlers)
[GIN-debug] GET    /douyin/relation/follow/list/ --> tiktok/controller.FollowListController (4 handlers)
[GIN-debug] POST   /douyin/message/action/   --> tiktok/controller.ChatActionController (5 handlers)
[GIN-debug] GET    /douyin/message/chat/     --> tiktok/controller.ChatRecordListController (4 handlers)
[GIN-debug] GET    /douyin/relation/friend/list/ --> tiktok/controller.FriendListController (4 handlers)
[GIN-debug] [WARNING] You trusted all proxies, this is NOT safe. We recommend you to set a value.
Please check https://pkg.go.dev/github.com/gin-gonic/gin#readme-don-t-trust-all-proxies for details.
[GIN-debug] Listening and serving HTTP on :8080
[GIN] 2023/08/21 - 11:34:14 | 404 |      46.235µs |     192.168.1.3 | GET      "/static/assets/video/f6751390-85f0-4ba4-9068-020d7b87fcbc.mp4"
[GIN] 2023/08/21 - 11:34:14 | 404 |        30.8µs |     192.168.1.3 | GET      "/static/assets/video/f6751390-85f0-4ba4-9068-020d7b87fcbc.mp4"
[GIN] 2023/08/21 - 11:34:17 | 404 |      31.987µs |     192.168.1.3 | GET      "/static/assets/video/f6751390-85f0-4ba4-9068-020d7b87fcbc.mp4"
[GIN] 2023/08/21 - 11:34:18 | 404 |      49.727µs |     192.168.1.3 | GET      "/static/assets/video/f6751390-85f0-4ba4-9068-020d7b87fcbc.mp4"
[GIN] 2023/08/21 - 11:34:18 | 404 |       56.78µs |     192.168.1.3 | GET      "/static/assets/video/f6751390-85f0-4ba4-9068-020d7b87fcbc.mp4"
[GIN] 2023/08/21 - 11:34:25 | 200 |    5.255207ms |     192.168.1.3 | GET      "/douyin/feed?latest_time=1692588914833"
[GIN] 2023/08/21 - 11:34:31 | 200 |   42.157807ms |     192.168.1.3 | POST     "/douyin/user/register/?username=beri&password=114514"
[GIN-debug] redirecting request 301: /douyin/user --> /douyin/user?user_id=5&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJVc2VySWQiOjAsImV4cCI6MTY5MzE5MzY3MSwiaWF0IjoxNjkyNTg4ODcxLCJpc3MiOiJ0aWt0b2siLCJzdWIiOiJ0aWt0b2stdG9rZW4ifQ.MKdGt7PIiveTNpDynJjHjcXRo-Bqk28EtaOH6sr607o
[Error] 2023/08/21 - 11:34:32 用户不存在, userId:  [0] 
%!(EXTRA int64=0)[GIN] 2023/08/21 - 11:34:32 | 200 |    2.819423ms |     192.168.1.3 | GET      "/douyin/user?user_id=5&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJVc2VySWQiOjAsImV4cCI6MTY5MzE5MzY3MSwiaWF0IjoxNjkyNTg4ODcxLCJpc3MiOiJ0aWt0b2siLCJzdWIiOiJ0aWt0b2stdG9rZW4ifQ.MKdGt7PIiveTNpDynJjHjcXRo-Bqk28EtaOH6sr607o"
[GIN] 2023/08/21 - 11:34:36 | 200 |    5.085354ms |     192.168.1.3 | POST     "/douyin/user/login/?username=beri&password=114514"
